image,caption
"Mrs. Huck, Mrs. Nolan, Miss Robertson LOC npcc.07852 (c09fc956).jpg","The image is a black and white photograph of three women standing on the steps of a building. The building appears to be a government building with columns and a dome on top. The women are dressed in formal attire, with hats and fur coats. They are standing close together and appear to be posing for the photo. The photograph is taken from a low angle, looking up at the women. The sky is visible in the background."
"President Ebert, of Germany, greeting the returned German prisoners LCCN2009630909 (065bd871).jpg","The image is a black and white photograph of a group of men standing in a line, facing each other. The man in the center of the image is wearing a suit and a top hat, and appears to be speaking to the group. He is standing in front of a crowd of men, all of whom are wearing hats and coats. The men are standing on a grassy field, and there are trees in the background. The photograph appears to have been taken in the early 20th century."
Nat. Fruit Co. LCCN2016822834 (382b702f).jpg,"The image is a black and white photograph of a busy street scene in a city. The photograph is taken from a low angle, looking up at a woman selling flowers on the sidewalk. She is wearing a long dress and a hat, and is standing in front of a cart filled with baskets of flowers. There are several other people on the street, including a man in a suit and a woman in a dress, and a car parked on the side of the road. In the background, there are several buildings with large windows and balconies. The street is lined with trees and there is a bus on the left side. The sky is overcast and the overall mood of the image is somber."
"Five policemen sitting on back of van and policeman on horseback; outside south side of the Treasury Building, Washington, D.C. LCCN91725974 (db252b77).jpg","The image is a black and white photograph of a group of men sitting on top of a horse-drawn carriage. The carriage is on a street with a large building in the background. The building appears to be a government building with columns and a pediment on the front. The men are dressed in formal attire, with some wearing hats and others wearing suits. They are all sitting in the carriage, and there is a horse on the left side of the image. The photograph appears to have been taken in the early 20th century."
"Mexican Embassy, (Washington, D.C.), Mexican Room (not ordered) LCCN2016826068 (98fe682b).jpg","The image is a black and white photograph of a dining room. The room has a high ceiling with a chandelier hanging from it. The walls are covered in curtains and there are large windows on the right side of the image that let in natural light. The floor is covered with a patterned rug.

In the center of the room, there is a wooden dining table with several chairs around it. On the table, there are plates, cups, and other decorative objects. There are also a few decorative items hanging on the walls. The chairs are upholstered in a dark fabric and have a curved backrest and armrests. There is a large mirror on the wall behind the table and a few framed pictures hanging on it. Overall, the room appears to be well-lit and cozy."
"Theo. Roosevelt Jr., Alice Longworth, Will Rogers, 2-13-22 LOC npcc.05771 (5c1734be).jpg","The image is a black and white photograph of three people standing on the steps of a building. The person on the left is a man wearing a suit and a hat, the person in the middle is a woman wearing a long dress and a large hat, and the man on the right is a young man wearing suit and hat. They are all looking at each other and appear to be engaged in conversation. The background shows a brick building with a window and a door. The photograph appears to be from the early 20th century."
"Gen'l Lejeune & Brig. Gen'l Logan Freund, 7-16-(23) LCCN2016826972 (7c467126).jpg","The image is a black and white photograph of two men standing side by side in a room. The man on the left is wearing a formal suit with a bow tie and is holding a pair of glasses in his left hand. He has short, dark hair and is looking directly at the camera with a serious expression on his face. On the right is also wearing a suit and tie. Both men are standing with their hands in their pockets and appear to be posing for the photo. The background of the image shows a desk and a window."
Pres. & Mrs. Coolidge LCCN2016839346 (16de4f9d).jpg,"The image is a black and white photograph of a man and a woman walking hand in hand. The man is wearing a top hat and a suit, while the woman is holding a bouquet of flowers. They are both dressed in formal attire, with the woman wearing a long coat and hat with a feather on top. The background shows a building with columns and a car parked on the street. The photograph appears to be from the early 20th century."
"Rear Adml. Leigh C. Palmer, 1-3-24 LOC npcc.10305 (ebc89501).jpg","The image is a black and white photograph of a man sitting at a desk. He is wearing a suit and tie and is holding a pen in his right hand. He appears to be in his late twenties or early thirties. The desk is cluttered with papers, a telephone, and other office supplies. The man is looking directly at the camera with a serious expression on his face. The background is blurred, but it seems to be an office setting with a window and a plant visible."
"Hon. E.E. Dennison, Ill. LCCN2016821846 (9279e7a9).jpg","The image is a black and white portrait of a man. He is wearing a suit and tie, and appears to be in his late twenties or early thirties. He has short, neatly combed hair and is looking directly at the camera with a serious expression. The background is plain and white, and there is a label on the bottom right corner of the image that reads ""Climbingist Studio, Washington, D.C."""
"Group of men standing on steps), 9-5-22 LOC npcc.06984 (12350747).jpg","The image is a black and white photograph of a group of six men standing on the steps of a building. They are all dressed in formal attire, with suits and ties, and are holding hats in their hands. The men appear to be of different ages and ethnicities, and they are all smiling and looking at the camera. The building behind them has columns and a large window, and there is a door visible in the background. The photograph appears to be from the early 20th century."
"Sen. Frazier & Johnson, (1-2-24) LOC npcc.10222 (88f58e5f).jpg","The image is a black and white photograph of two men in a wooded area. They are both wearing suits and appear to be in the process of cutting down a tree with a chainsaw. The man on the left is holding the chainsaw with both hands and is using it to cut through the bark of the tree. The other man is standing behind him, watching the action. There are trees and bushes in the background, and the ground is covered in fallen leaves and twigs. The photograph appears to be from the early 20th century."
"Flag Day, Post Ofc., 1916 LCCN2016827078 (b0f8af2d).jpg","The image is a black and white photograph of a large courtyard with a fountain in the center. The courtyard is surrounded by tall buildings with arched windows and balconies. The buildings are decorated with intricate patterns and designs. In the center of the courtyard, there is a large American flag hanging from the ceiling. The flag is made up of red, white, and blue stripes and is in the shape of an eagle with its wings spread wide. There are several potted plants scattered throughout the courtyard and a wooden floor. The overall atmosphere of the image is peaceful and serene."
"Morse Elm, 5-13-21 LOC npcc.04162 (9bbc75f3).jpg","The image is a black and white photograph of a busy street scene in a city. The photograph is taken from a low angle, looking up at a large building on the corner of the street. The building appears to be a pub or a restaurant, with a sign that reads ""Publix"" above the entrance. There are several other buildings in the background, including a tall one on the left side of the image and a smaller one in the center. The street is lined with trees and there are several cars and people walking on the sidewalk. The sky is overcast and the overall mood of the photograph is somber."
People's Com'l & Savings Bank LCCN2016822094 (772ad560).jpg,"The image is a black and white photograph of a two-story building with a sign that reads ""People's Commercial & Savings Bank."" The building appears to be old and dilapidated, with peeling paint and broken windows. The front of the building has a large arched window with a small arched doorway. Above the entrance, there is a sign with the bank's name and address. On the right side of the image, there are two other buildings, one with a brick facade and the other with a similar brick facade. The building is located on a street corner, with a few other buildings visible in the background. The photograph appears to have been taken in the early 20th century."
"Opening of 71st Congress, 12-2-29 LCCN2016844371 (3a116a61).jpg","The image is a black and white photograph of a large room with a high ceiling and ornate decorations. The room appears to be a government or legislative chamber, as there are rows of chairs arranged in rows facing the front of the room. On the left side of the image, there is a large group of people standing on the balcony, watching the proceedings. In the center, there are several people standing at a podium, with a man in a suit and tie speaking into a microphone. The people in the audience are dressed in formal attire, and some are holding papers or documents. The walls are decorated with ornate carvings and there are large windows on the far wall. The overall atmosphere of the space is formal and formal."
Bob Pritchard LCCN2016852231 (e64e30f7).jpg,"The image is a black and white portrait of a young man sitting in a chair. He is wearing a formal suit with a white shirt and a black bow tie. He has short, dark hair and is looking off to the side with a serious expression on his face. The background is a plain wall with a door on the right side. The photograph appears to be from the early 20th century."
"Bureau Printing & Engraving, (Washington, D.C.) LCCN2016825887 (d0c8450b).jpg","The image is a black and white photograph of a bridge over a river. The bridge is made of stone and has arches and pillars. On the left side of the image, there is a lamp post with a bird perched on top. In the background, there are trees and a large building with a dome on top, which appears to be a government building. The Washington Monument is visible in the distance. The sky is overcast and the overall mood of the photograph is somber."
"General Neville in handshake with Secretary Baker), 12-6-20 LOC npcc.03108 (23d42775).jpg","The image is a black and white photograph of two men shaking hands in a formal setting. The man on the left is wearing a military uniform with a hat and boots, and is holding a briefcase in his left hand. He is standing in front of a group of men in uniform, who are also wearing military uniforms and hats. On the right side of the image, there is a man in a top hat and coat, who appears to be a member of the military. The background shows a field with a building in the distance. The photograph appears to have been taken in the early 20th century."
"Aviators, College Park, Md. July 1, 1919, Parachute experiments LCCN2016844475 (cff485e3).jpg","The image is a black and white photograph of three people standing in front of an airplane. The person on the left is a man wearing a military uniform with the number 44 on it, the person in the middle is a woman wearing a coat and boots, and the man on the right is a pilot wearing a cap and uniform. All three are standing on a grassy field with the airplane in the background. The image appears to be from the early 20th century."
"Gilbert N. Haugen, Iowa LCCN2016822539 (f14e8fb3).jpg","The image is a black and white portrait of an elderly man. He is sitting in a chair with his legs crossed and his hands resting on his lap. The man is wearing a suit and tie, and his hair is neatly combed back. He has a serious expression on his face and is looking off to the side. The background is blurred, but it appears to be a room with a window and a door. The image is framed with a thin border."
"Ambassador Telly presenting credentials to President, 2-24-25 LCCN2016839334 (216ea7a9).jpg","The image is a black and white photograph of a group of nine men standing in front of a building. The men are dressed in formal attire, with some wearing suits and others wearing hats. They are standing in a line, facing the camera, and appear to be posing for the photo. The building behind them has columns and a large door with a glass panel. The man in the center of the group is wearing a suit and tie, and he is holding a hat in his left hand. On the right side of the image, there is a man in a military uniform with a hat and a cane. The group appears to be of different ages and genders, and they are all looking straight ahead."
Women's Bureau LCCN2016847051 (e755597d).jpg,"The image is a black and white photograph of three women in a kitchen. They are all wearing white aprons and hats, and are standing in front of a stove with a large pot on it. The woman in the center is holding a spoon and appears to be stirring something in the pot. The other two women are standing behind the stove, also holding pots and pans. The kitchen has a large window above the stove and various kitchen utensils hanging on the wall. The walls are covered in dirt and grime, and there is a sink visible on the right side of the image. The overall mood of the photograph is one of concentration and focus."
Healing at Trinity Church LCCN2016827833 (1dd2d73f).jpg,"The image is a black and white photograph of a group of people walking on a street. The photograph appears to be taken from a low angle, looking up at the people walking. In the center of the image, there is a man walking towards a building with a sign that reads ""EXIT ONLY"". He is wearing a suit and tie and is holding a cane in his right hand. On the left side of the photograph, there are two women walking behind him, one wearing a long dress and the other wearing a dress with a floral pattern. The woman in the dress is carrying a large bouquet of flowers. The man in the suit is walking away from the camera with a serious expression on his face. The background shows trees and a crowd of people, suggesting that the photograph was taken in a park or outdoor area."
"Dr. A.C.D. de Graiff & daughter Constance, 4-4-24 LOC npcc.10942 (61d3e167).jpg","The image is a black and white photograph of a man and a woman walking on a sidewalk. The man is on the right side of the image and the woman is walking on the left side. They are both dressed in formal attire, with the woman wearing a long coat and a hat, and the man wearing a suit and hat. The sidewalk is lined with trees and there is a fence on both sides. The sky is overcast and the ground is wet, suggesting that it has recently rained. The photograph appears to be from the early 20th century."
"Boy Scout parade, 4-21-24 LOC npcc.11097 (d865efa6).jpg","The image is a black and white photograph of a group of people marching on a street. The street is lined with trees and there is a building in the background. The people are dressed in formal attire, with some wearing hats and others wearing suits. In the center of the image, there are several soldiers marching in formation, holding flags and banners. On the left side of the street, there is an open space with a crowd of people standing on the steps leading up to it. The image appears to be from the early 20th century."
Georgie Hahn LCCN2016828224 (a661fef2).jpg,"The image is a black and white photograph of a young boy standing in shallow water at a beach. He is wearing a swimsuit and a hat, and appears to be smiling as he walks through the water. Behind him, there are other children and adults playing in the water, and a building can be seen in the background. The photograph appears to have been taken in the early 20th century."
Secty. Meredith on Mayflower LCCN2016828838 (670334d2).jpg,"The image is a black and white photograph of a group of five men sitting on the deck of a ship. The men are dressed in formal attire, with three of them wearing hats and the other three wearing suits. They are sitting on a bench with their legs crossed and appear to be engaged in conversation.

On the right side of the image, there is a man wearing a white sailor's uniform and a hat, standing next to a large bell. He is holding a piece of paper in his hand and appears to be explaining something to the other men. On the left side, there are several ropes and other equipment scattered around the deck. The background shows the ship's deck and the sky. The photograph appears to have been taken from a high angle, looking down on the men and the bell."
"James R. Garfield at W.H,. 1-12-25 LCCN2016839079 (774a710e).jpg","The image is a black and white photograph of a man standing in front of a building. The man is wearing a long coat and a hat, and he is standing with his hands in his pockets. He has a serious expression on his face and is looking directly at the camera. The building behind him has large windows and columns, and there is another person visible in the background. The photograph appears to be from the early 20th century."
"Bathing Beach, 7-31-21 LCCN2016845578 (970e99d2).jpg","The image is a black and white photograph of a large crowd of people gathered on a beach. The crowd appears to be of people of different ages and genders, and they are all dressed in casual summer clothes. The beach is sandy and there are palm trees in the background. On the left side of the image, there is a set of stairs leading up to the top of the stairs. The people in the crowd are standing close together, and some are holding signs or banners. The image appears to have been taken from a high vantage point, looking down on the crowd."
Speece LOC npcc.12036 (cbbd0329).jpg,"The image is a black and white photograph of a baseball player in action. The player is wearing a white uniform with a black cap and is in the middle of throwing a pitch. He is holding a baseball glove in his right hand and his left arm is extended forward, ready to catch the ball. The background shows a baseball field with empty seats and a few other players in the stands. The photograph appears to be from the early 20th century."
"Auto races, Benning, Md. Labor Day, 1916 LCCN2016844492 (045c41d4).jpg","The image is a black and white photograph of a vintage race car on a dirt track. The car is in the center of the image, with a large crowd of spectators on the right side of the track and a hill in the background. The sky is overcast and the ground is covered in grass. There is a cloud of dust behind the car, indicating that it is in motion. The photograph appears to be from the early 20th century."
Coolidge first message LCCN2016848391 (7cc061f0).jpg,"The image is a black and white photograph of a large room filled with people. The room appears to be a government building, as there is a large American flag hanging on the wall in the background. The people in the room are seated in rows of chairs facing the front of the room, with a podium in the center. On the left side of the image, there are several people standing at the podium, and on the right side, there is another podium with a man standing behind it. The man at the front is speaking into a microphone, and there are a few people sitting at the back of the podium.

The room is filled with a large number of people, all dressed in formal attire, and they appear to be listening attentively to the speaker. The audience is seated in a large hall with ornate decorations and a chandelier hanging from the ceiling. The overall mood of the photograph is one of solemnity and reverence."
"Col. Edw. Clifford & children, 1-4-22 LOC npcc.05640 (b6bde6c6).jpg","The image is a black and white photograph of a family standing on the steps of a building. There are four people in the photo, two men and two women, all dressed in formal attire. The man on the left is wearing a long coat and tie, the man in the middle is holding a cane, and the woman on the right is holding an umbrella. All four people are wearing hats and coats, and they are standing in front of a large window with columns on either side. The building appears to be a government building, as there is a door visible in the background."
"Debutantes group, 10-8-23 LOC npcc.09677 (91640016).jpg","The image is a black and white photograph of a group of nine women standing in a line in a large room with high ceilings and large windows. They are all dressed in formal attire, with the women wearing long dresses and high heels. The women are standing close together, with their arms at their sides and their heads slightly tilted to the side. They appear to be posing for the camera. The room has a wooden floor and white walls, and there are several chandeliers hanging from the ceiling. The overall mood of the image is elegant and sophisticated."
Mrs. Chas. A. Rawson LOC npcc.05843 (2f2c3c63).jpg,"The image is a black and white photograph of a woman standing in front of a building. She is wearing a large hat with a wide brim and a flower crown on top. The hat is black and has a wide band around the crown. The woman is also wearing a fur stole over a black dress with a long necklace. She has a serious expression on her face and is looking directly at the camera. The background is blurred, but it appears to be a building with columns and a door."
"Am. Forestry Assn., 5-20-21 LOC npcc.04205 (dccef935).jpg","The image is a black and white photograph of three young girls standing on a sidewalk in a park. They are gathered around a large tree trunk, which appears to be made of wood or a similar material. The girls are wearing dresses and are looking at something on the trunk. One of the girls is holding a book, while the other two are looking down at it. In the background, there are trees and a vintage car parked on the side of the street. The photograph appears to have been taken in the early 20th century."
"Jno. N. Sandlin, La. LCCN2016822715 (d56466df).jpg","The image is a black and white portrait of a man sitting in a chair. He is wearing a suit and tie and appears to be in his late twenties or early thirties. He has short, neatly combed hair and is looking off to the side with a serious expression on his face. The background is blurred, but it seems to be a room with a bookshelf and a cabinet visible. The man is sitting with his hands clasped in front of him, and his posture is relaxed and confident."
"D.W. Kessler, Bu. of Standards, scrubbing marble, (6-9-25) LCCN2016850472 (ef84a5e5).jpg","The image is a black and white photograph of a man standing in a workshop. He is wearing a white shirt and is holding a book in his hands. The workshop has a large window on the right side and a desk on the left side with various tools and equipment on it. In the center of the room, there is a large table with several stacks of white boxes and jars on it, and a large fan on the desk. The man is standing in front of the table and appears to be looking at the camera. The walls are covered in small holes, and there are shelves and cabinets in the background. The overall atmosphere of the workshop is cluttered and cluttered."
"National Zoo Park, Wash., D.C.- elephant LCCN2016820592 (8d0ee621).jpg","The image is a black and white photograph of an elephant standing in a fenced-in area. The elephant is facing towards the right side of the image and appears to be walking away from the camera. It is standing on a grassy field with trees in the background. The photograph is framed by a white border and has the words ""National Zoo Park, Washington, D.C."" written at the bottom."
"Mississippi flood, 4-29-27 LCCN2016843131 (03be2b23).jpg","The image is a black and white photograph of a flooded area. The water is deep enough to cover the entire surface of the water and there are several small trees scattered throughout the area. On the right side of the image, there is a small bridge crossing over the water. The sky is overcast and the overall mood of the photograph is bleak and desolate. The photograph appears to be taken from a high vantage point, looking down on the flooded area below."
"Tomb of Francis Scott Key at Frederick, Md., (4-27-25) LCCN2016839703 (eeaddb91).jpg","The image is a black and white photograph of a group of women standing in a line on a grassy field. They are all dressed in formal attire, with some wearing hats and others wearing dresses. In the center of the group, there is a statue of a woman holding an American flag. The woman on the left is wearing a striped dress and a hat, while the woman in the center is holding a bouquet of flowers. Behind the statue, there are trees and a building. The group appears to be gathered for a parade or event."
"J.J. Davis at Arlington, (9-1-23) LCCN2016847898 (3b90d947).jpg","The image is a black and white photograph of a group of men standing in front of an American flag. The men are dressed in formal attire, with some wearing suits and others wearing hats. The man in the center of the image is holding the flag, which is waving in the wind. He is wearing a suit and tie and appears to be speaking to the group. Behind him, there are several other men in suits, some of whom are also holding flags. The group is standing on a concrete platform, and there are trees and a building in the background. The photograph appears to have been taken in a park or a garden."
"Washing State War & Navy Bldg., 7-6-22 LCCN2016846487 (c2405f86).jpg","The image is a black and white photograph of a man standing on a grassy area in front of a large building. The man is wearing a long coat and a hat, and is looking up at the building with a serious expression on his face. He is standing on the left side of the image, and there is a crowd of people gathered on the right side. In the background, there are several cars parked on the street and a tree with large leaves. The building appears to be a large, ornate structure with multiple floors and balconies. The sky is overcast and the overall mood of the photograph is somber."
"Prince Albert de Ligne, Baron Basson Pierre, 4-5-29 LCCN2016843637 (fccae220).jpg","The image is a black and white photograph of two men standing side by side in front of a building. They are both wearing suits and appear to be in their late twenties or early thirties. The man on the left is bald and has a mustache, while the man in the middle is wearing a suit and tie. Both men are looking directly at the camera with serious expressions on their faces. The building behind them has columns and a large window on the right side. The photograph appears to be from the early 20th century."
"Thos. Stone, Sir Esme Howard, Vincent Massey, J. Butler Knight, M. Mahoney, 2-18-27 LCCN2016842794 (d45889c3).jpg","The image is a black and white photograph of a group of five men standing in front of a building. The men are dressed in formal attire, with three of them wearing top hats and holding walking sticks. The man on the left is wearing a suit and tie, while the man in the center is holding a bouquet of flowers. The other three men are wearing suits and hats, and one of them is also holding a cane. The building behind them has columns and a large window. The photograph appears to be from the early 20th century."
Warren G. Harding LCCN2016828148 (5948aa36).jpg,"The image is a black and white photograph of three men in a garden. The photograph appears to be from the early 20th century. The men are dressed in formal attire, with hats and suits. They are standing on a grassy lawn, with trees and bushes in the background.

In the center of the image, there is a man kneeling on the ground, holding a shovel and digging a hole in the ground. He is wearing a hat and a long coat, and is bending down to pick up something from the ground with his hands. To his right, there are two other men, one standing and one kneeling, also holding shovels. They appear to be working together to dig into the hole. The image is splattered with white paint, creating a chaotic and chaotic scene."
"Marguerite Barnes, 10-5-22 LOC npcc.07101 (6eebf5de).jpg","The image is a black and white photograph of a young woman standing in a park or garden. She is wearing a white dress with a floral pattern and a hat with a wide brim. The woman is holding a tray with various items on it, including a bouquet of flowers, a plate of fruit, and a glass of wine. She has a serious expression on her face and is looking off to the side. The background is blurred, but it appears to be a wooded area with trees and grass. The photograph is framed by a thin black border."
"Ellerby, 1921 LOC npcc.03885 (cropped) (51638b5d).jpg","The image is a black and white photograph of a baseball player in action. The player is wearing a striped uniform with the letter ""W"" on the left side of his chest. He is holding a baseball bat in his right hand and is in the process of swinging it. The background shows an empty stadium with rows of empty seats. The photograph appears to be from the early 20th century."
Umpire ready to make the call as catcher applies tag to Washington ball player sliding into home plate during baseball game LCCN2005676983 (14753396).jpg,"The image is a black and white photograph of a baseball game in progress. It appears to be taken from the side of the field, with the stands visible in the background. The photo is taken from a low angle, looking up at the field.

In the center of the image, there is a player sliding into home plate. The player is wearing a baseball uniform and is in mid-air, with his arms stretched out to the sides. He is holding a bat in his right hand and his left hand is resting on the ground. On the left side, there are two other players, one crouching down and the other standing behind him, ready to catch the ball. The stands are filled with spectators, and the sky is visible above them. The image appears to have been taken in the early 20th century."
The first cabinet meeting LCCN2002713178 (a7454035).jpg,"The image is a black and white photograph of a group of men sitting around a large wooden table in a formal meeting room. The men are dressed in formal attire, with some wearing suits and others wearing ties. They are all facing the camera and appear to be engaged in a discussion. The table is covered with papers and other documents, and there are several chairs around it. The room has a high ceiling with a chandelier hanging from it, and a fireplace can be seen in the background. The photograph appears to be from the early 20th century."
Martin L. Davey of Ohio LCCN2016822043 (90265239).jpg,"The image is a black and white portrait of a man. He is wearing a suit and tie, with a collared shirt underneath. He has short, neatly combed hair and is looking directly at the camera with a slight smile on his face. The background is plain and dark, making the man the focal point of the image. The image appears to be a vintage or old-fashioned photograph."
"Stephen Panaretoff, (2-21-24) LOC npcc.10580 (a29ec45c).jpg","The image is a black and white portrait of an elderly man. He is wearing a suit and tie, and his hair is neatly combed back. He has a mustache and is looking directly at the camera with a serious expression. The background is blurred, so the focus is on the man's face. The image appears to be a studio portrait, as there is a textured wall behind him."
Va. Ship launching of E.A. Morse LCCN2016819979 (cf3f59fa).jpg,"The image is a black and white photograph of a large ship being built on a construction site. The ship is in the center of the image, with the deck facing towards the right side of the frame. The deck is covered in scaffolding and there are several rows of wooden beams on either side. A group of people can be seen gathered around the ship, looking up at the ship. The sky is cloudy and the overall mood of the photograph is somber. The image appears to be from the early 20th century."
Justice George Sutherland of Supreme Court LCCN2016849762 (0e0226b6).jpg,"The image is a black and white photograph of a man sitting at a desk in a library. He is wearing a suit and tie and appears to be in his late twenties or early thirties. He has a beard and is looking off to the side with a serious expression on his face. The desk is cluttered with books, a lamp, and other office supplies. Behind the man, there is a bookshelf filled with books. The photograph is taken from a low angle, looking up at the man and the desk."
"Treasury Dept. Money lift- all money us carried in and out on this lift, (1914) LCCN2016852685 (d9317d56).jpg","The image is a black and white photograph of a group of six men standing in a room with a large wooden chest on a cart. The chest appears to be old and weathered, with some of the men wearing suits and hats. The men are standing close together, with one man in the center holding the chest. They are all looking at the camera and appear to be posing for the photo. The room has a high ceiling with metal beams and a large window on the left side. The walls are made of wood and there is a door on the right side of the image."
"Pres. Coolidge & party at Union Sta. return from Swampscott, (9-10-25) LCCN2016840620 (cfeb699c).jpg","The image is a black and white photograph of a group of men walking on a train platform. The men are dressed in formal attire, including suits and hats, and are walking in a line. They appear to be waiting for a train, as there is a train on the tracks in the background. The platform is covered by a covered walkway and there are pillars on either side of the men. The image appears to be from the early 20th century."
Three men with cameras outside White House LCCN2016820333 (3cc68d6e).jpg,"The image is a black and white photograph of three men standing in front of a large building. They are all wearing suits and hats, and each of them is holding a camera in their hands. The men appear to be posing for the photo, and the building in the background is a two-story structure with columns and arches. The building appears to be a government building, as there are trees and bushes surrounding it. The photograph is taken from a low angle, and it appears to have been taken in the early 20th century."
"National Guard, Mt. Gretna, (Pennsylvania), 1913 LCCN2016851178 (26d31a02).jpg","The image is a black and white photograph of a group of men standing in a field. They are all wearing military uniforms and hats, and some of them are holding rifles. In the center of the image, there is a large wooden structure that appears to be a tent or a shelter. The structure is made of wood and has a sloping roof. The men are gathered around a pile of rubble and debris, and there are trees in the background. The photograph appears to have been taken during the Civil War."
"18th St., north from N.Y. Ave. LCCN2016847403 (dcc80c39).jpg","The image is a black and white photograph of a cityscape. The photograph is taken from a high vantage point, looking down on a street below. The street is lined with tall buildings, some of which appear to be residential or commercial buildings. There are several cars parked along the street, and a few people can be seen walking on the sidewalk. The sky is overcast, and the overall mood of the image is bleak and desolate."
Miss Edith C. Strauss LCCN2016827567 (8adb899f).jpg,"The image is a black and white photograph of a group of women standing in front of a large whiteboard. The women are dressed in formal attire and are standing in a line, facing the whiteboard with their hands clasped together. On the left side of the image, there is a woman bending down to pick up a piece of paper with the words ""Huck Ribs Loin"" written on it. She is wearing a long dress and appears to be writing on the paper. The background is a brick wall. The photograph appears to have been taken in a rural area, possibly in the early 20th century."
"Raymond T. Baker, Bainbridge Colby LCCN2016827520 (207db515).jpg","The image is a black and white photograph of two men standing on the steps of a building. They are both wearing suits and hats, and appear to be in their late twenties or early thirties. The men are standing side by side, facing the camera, with their hands in their pockets. The building behind them has columns and a large window on the left side. The image has a grungy, distressed texture, giving it a vintage feel. The overall mood of the image is somber and contemplative."
"Bowling (i.e., Bolling) Field, mechanics who assembled the Spirit of St.Louis, 6-11-27 LCCN2016843115 (ae9d1e79).jpg","The image is a black and white photograph of a group of men posing in front of an airplane. The men are dressed in formal attire, with some wearing hats and others wearing suits. They are all smiling and looking at the camera. The airplane is parked in a hangar or hangar with a large propeller visible in the background. The photo appears to be from the early 20th century."
"Union Station, (Washington, D.C.) LCCN2016826017 (74bc543d).jpg","The image is a black and white photograph of a large building with a grand entrance. The building appears to be a government building with multiple levels and arches. The entrance is flanked by two large columns on either side. Above the entrance, there are three American flags flying in the air. In front of the building, there is a large statue of a man on a pedestal. The ground is covered in snow and there are trees and lampposts scattered around. The sky is overcast and the overall mood of the image is cold and desolate."
"Lt. Alford J. Williams, 5-17-29 LCCN2016843685 (26a4b569).jpg","The image is a black and white photograph of a man in a military uniform. He is wearing a blazer with gold buttons and a white cap with a badge on it. The man is standing in front of a group of other men in similar military uniforms, some of whom are also wearing caps. He has a serious expression on his face and is looking directly at the camera. The background appears to be an outdoor setting with a clear sky."
"April, Tech, 1924 LOC npcc.11480 (c6a27393).jpg","The image is a black and white photograph of a baseball catcher crouching down on the field. The catcher is wearing a full-body catcher's uniform, including a helmet, pads, and gloves. He is crouching with his hands on his knees and appears to be deep in thought. The background shows a large crowd of spectators in the stands, with some standing and some walking. The photograph appears to have been taken at a baseball game, as there are no other players visible in the background."
Mrs. Wellington Koo LOC npcc.05246 (69e33f38).jpg,"The image is a black and white photograph of a woman holding a small dog in her arms. The woman is wearing a large hat with a wide brim and a fur stole around her neck. She has a serious expression on her face and is looking directly at the camera. The dog appears to be a small breed with a black coat and a white face. The background is blurred, but it seems to be an outdoor setting with a brick wall. The image is framed by a black border."
"Shipsted, Brandeger, Pepper, Swanson, Pittman, 4-25-24 LCCN2016848970 (42f5706f).jpg","The image is a black and white photograph of a group of six men standing in front of a building. They are all dressed in formal attire, with three men wearing suits and ties, two men wearing collared shirts and trousers, and one man wearing a suit jacket and tie. All of them are looking directly at the camera with serious expressions on their faces. The building behind them has columns and a door, and there is a window on the right side of the image. The photograph appears to be from the early 20th century."
"American University graduation, 1921, (5-8-21) LCCN2016845424 (a68a9896).jpg","The image is a black and white photograph of a large group of people gathered in a park or garden. The people are sitting on benches and some are standing on the ground. In the center of the image, there is a man standing on a stage with a microphone in front of him. He is wearing a suit and tie and appears to be giving a speech or presentation. Behind him, there are several large American flags hanging from a tree. The flags are of different sizes and colors, including red, white, and blue. The crowd is seated in rows of chairs, and there are a few people standing at the front of the stage. The image appears to have been taken from a high angle, looking down on the crowd."
Dorothy in Lindsay's (pony cab) LCCN2016820762 (a11534da).jpg,"The image is a black and white photograph of a group of six children in a horse-drawn carriage. The carriage is made of wood and has four large wheels. The children are sitting in the carriage, with three girls on the front and three on the back. The girl in the front is wearing a white dress and is standing next to a black horse. The horse is standing on a dirt road with trees and bushes in the background. The photograph appears to be from the early 20th century."
"Haney, Detroit, 1924 LOC npcc.11770 (32b1f441).jpg","The image is a black and white photograph of a baseball player on the field. The player is wearing a white uniform with black stripes and a baseball cap. He is crouching down with his hands on his knees, ready to catch the ball. The background shows empty bleachers and a fence. The photograph appears to be taken from a low angle, looking down on the player."
"Simeon D. Fess, 12-5-22 LCCN2016847001 (a6ef7ded).jpg",The image is a black and white photograph of a man standing at a podium in a large room with an American flag hanging on the wall behind him. The man is wearing a suit and tie and appears to be giving a speech or presentation. He is holding a piece of paper in his hand and is looking directly at the camera with a serious expression on his face. The room has a high ceiling with ornate decorations and a large window on the right side. There is a table in front of the podium with a globe on it.
"Mrs. Homer Hoch, 4-2-21 LCCN2016845114 (35de1a95).jpg","The image is a black and white photograph of a woman sitting at a desk. She is wearing a long-sleeved dress with a collar and appears to be in her late twenties or early thirties. She has short, curly hair and is looking directly at the camera with a serious expression on her face. The desk is cluttered with papers, a lamp, and a vase of flowers. The background is a plain wall with a framed picture hanging on it. The photograph is framed in a simple, rectangular frame."
